STT,Tên doanh nghiệp,Tên viết tắt,Loại hình doanh nghiệp,Lĩnh vực hoạt động,Vốn điều lệ (VND),Website,Điện thoại,Fax,Địa chỉ trụ sở,Tên người đại diện theo pháp luật,Đơn vị XHTN gần nhất,Kết quả XHTN gần nhất,Ngày hiệu lực
719,TAUC - Công ty cổ phần Tasco Auto,Tasco Auto,Công ty cổ phần,Lĩnh vực khác,5.4388E+12,https://tascoauto.com/,936131633,0,"Tầng 20 Tòa nhà Tasco, Lô HH2-2, đường Phạm Hùng, Phường Từ Liêm, Thành phố Hà Nội",Phan Thị Thu Thảo,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),BBB+,21/10/2025
720,TBGC - CÔNG TY CỔ PHẦN TẬP ĐOÀN ĐẦU TƯ TÂY BẮC,TAY BAC INVEST GROUP,Công ty cổ phần,Bất động sản,1.6E+12,https://taybac.vn/,024 7300 7979,2473087666,"Lô 51-52-53-54 Dãy E TT4 KĐT Thành phố Giao Lưu, Phường Phú Diễn, Thành phố Hà Nội, Việt Nam",,,,
721,TBIC - CÔNG TY CỔ PHẦN ĐẦU TƯ TIỀN PHONG THÁI BÌNH,Không có.,Công ty cổ phần,Bất động sản,1.215E+12,Không có.,0904 898 839,0,"Số nhà 2/7 ngõ 68 đường Trần Lãm, Tổ dân phố 6, Phường Trần Lãm, Tỉnh Hưng Yên, Việt Nam",,,,
722,TBLC - CTCP Kinh doanh Bất động sản Thái Bình,THAI BINH REAL ESTATE TRADING JSC,Công ty cổ phần,Bất động sản,7.5E+11,0,965762531,0,"65 Nguyễn Du, Phường Sài Gòn, TP Hồ Chí Minh",Ngô Hồng Hải; Trần Ngọc Đại,,,
723,TBPC - Công ty Cổ phần TBPC Hà Nội,"TBC Ha Noi.,JSC",Công ty cổ phần,Bất động sản,40000000000,không có,944424286,944424286,"Tầng 25 tòa nhà Icon4, số 243A Đê La Thành, Phường Láng Thượng, Quận Đống Đa, TP.Hà Nội",Nguyễn Kiều Tiên,,,
724,TBSC - CÔNG TY CỔ PHẦN ĐIỆN MẶT TRỜI TRUNG NAM,TNSP,Công ty cổ phần,Sản xuất,1E+12,tnsp.vn,2596539639,2596539639,"Thôn Ba Tháp, Xã Thuận Bắc, Tỉnh Khánh Hòa, Việt Nam",NGUYỄN TÂM THỊNH; NGUYỄN TÂM THỊNH,,,
725,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TECHCOMBANK,Công ty cổ phần,Tổ chức tín dụng,7.06485E+13,www.techcombank.com.vn,2439446368,2439446362,"Số 6 Quang Trung, Phường Cửa Nam,Thành phố Hà Nội.",,Công ty cổ phần FiinRatings (FiinRatings),AA-,24/12/2024
726,TCCC - Công ty TNHH xây dựng và Đầu tư Dịch vụ Thương mại Thành Công,"THATACO.,LTD",Công ty trách nhiệm hữu hạn,Bất động sản,3E+11,Chưa có,2439393691,2439393693,"SỐ 1C PHỐ TRÀNG TIỀN, PHƯỜNG TRÀNG TIỀN, QUẬN HOÀN KIẾM, HÀ NỘI",Quách Minh Cường,,,
727,TCD - CTCP TẬP ĐOÀN XÂY DỰNG TRACODI ( TÊN CŨ: CTCP ĐẦU TƯ PHÁT TRIỂN CÔNG NGHIỆP VÀ VẬN TẢI),TRACODI,Công ty cổ phần,Xây dựng,3.35821E+12,https://www.tracodi.com.vn,84838330314,84838330317,"89 Cách Mạng Tháng Tám, Phường Bến Thành, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",BÙI THIỆN PHƯƠNG ĐÔNG; BÙI THIỆN PHƯƠNG ĐÔNG; LÊ HUỲNH THƯƠNG MINH; NGUYỄN HOÀNG HIỂU; NGUYỄN THANH HÙNG; PHẠM ĐĂNG KHOA; TRẦN NGUYÊN HUÂN,,,
728,TCH - CTCP Đầu tư dịch vụ Tài chính Hoàng Huy,Tai chinh Hoang Huy,Công ty cổ phần,Bất động sản,6.68216E+12,hoanghuy.vn,2253610021,2253955322,"số 116 Nguyễn Đức Cảnh, P. Cát Dài, Q. Lê Chân, TP Hải Phòng",,,,
729,TCHC - CÔNG TY CỔ PHẦN JANUS GROUP (Tên cũ: Công ty Cổ phần TCO Holdings),JANUS GROUP (Tên cũ: TCO HOLDINGS),Công ty cổ phần,Lĩnh vực khác,3.13206E+11,https://tcoholdings.vn/vn,768064686,0,"Lầu 10, Vietcombank Tower, Số 5 Công Trường Mê Linh, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",,,,
730,TCI - Công ty cổ phần chứng khoán Thành Công,TCSC,Công ty cổ phần,Kinh doanh chứng khoán,1.15621E+12,www.tcsc.vn,2838270527,2838218010,"Lầu 2, số 6 Hồ Tùng Mậu, Phường Sài Gòn, Thành Phố Hồ Chí Minh",Nguyễn Khánh Linh,,,
731,TCJC - CTCP Đầu tư xây dựng Thành Công Vĩnh Phúc,THANH CONG VINH PHUC CONSTRUCTION INVESTMENT JOINT STOCK COM,Công ty cổ phần,Bất động sản,1.1E+11,Không có,983362095,0,"Khu nhà ở đô thị khu vực Đồi Hai Đai, xã Định Trung, TP Vĩnh Yên, Tỉnh Vĩnh Phúc",,,,
732,TCOC - CTCP TẬP ĐOÀN TRƯỜNG HẢI,TRUONG HAI GROUP,Công ty cổ phần,Sản xuất,3.051E+13,thacogroup.vn,0251 3891 726,0251 3836 621,"TSC: SỐ 19, KCN BIÊN HÒA 2, ĐƯỜNG 2A, PHƯỜNG TRẤN BIÊN, TỈNH ĐỒNG NAI. Nhận thư: Số 10 Mai Chí Thọ, Tp Thủ Đức, Tp HCM",Trần Bá Dương,Công ty cổ phần Xếp hạng Tín nhiệm Đầu tư Việt Nam (VIS Ratings),A-,24/12/2025
733,TCXC - CTCP chứng khoán Kỹ thương,Techcom Securities,Công ty cổ phần,Kinh doanh chứng khoán,2.31131E+13,tcbs.com.vn,024 39446368,024 3944 6583,"Tầng 27, 28 và tầng 29 Tòa nhà Techcombank, 119 Trần Duy Hưng, Phường Yên Hòa, Hà Nội",Nguyễn Xuân Minh,Công ty cổ phần FiinRatings (FiinRatings),AA-,4/6/2025
734,TD1C - Công ty cổ phần Điện gió Trung Nam Đắk Lắk 1,TNDKL 1 WP,Công ty cổ phần,Xây dựng,5.143E+12,trungnamgroup.com.vn,913436918,0,"Buôn Druh A, xã Ea Khăl, Tỉnh Đắk Lắk",Vũ Đình Tân,,,
735,TDC - CTCP KINH DOANH VÀ PHÁT TRIỂN BÌNH DƯƠNG,TDC,Công ty cổ phần,Bất động sản,1.27228E+12,becamextdc.com.vn,2742220666,2742220678,"SỐ 26-27, LÔ I, ĐƯỜNG ĐỒNG KHỞI, PHƯỜNG BÌNH DƯƠNG, TP.HỒ CHÍ MINH",,,,
736,TDCC - CTCP Tập đoàn Tân Thành Đô,NEW CITY GROUP JSC,Công ty cổ phần,"Thương mại, dịch vụ",9.202E+11,newcitygroup.vn,35120473,35120475,"232 Trần Hưng Đạo, Phường Nguyễn Cư Trinh, Quận 1, Tp. Hồ Chí Minh",Phạm Anh Hưng,,,
737,TDDC - Công ty TNHH Bất Động Sản Thành Đông Đô,TĐĐ,Công ty trách nhiệm hữu hạn,Bất động sản,1.65E+11,www.thanhdongdo.com,913391678,913391678,"Số 64A Mậu Thân, Phường An Nghiệp, Quận Ninh Kiều, Thành phố Cần Thơ, Việt Nam",VÕ THỊ BÍCH LAN,,,
738,TDEC - Công ty CP Đầu tư và Thương mại Xuất nhập khẩu Thủ Đô,"Thu DO IMTRA.,JSC",Công ty cổ phần,Lĩnh vực khác,20000000000,https://www.xnkthudo.com/,(024) 32 272 378,(024) 32 272 378,"Tầng 7, toà nhà Việt Á, số 9 phố Duy Tân, phường Dịch Vọng Hậu, quận Cầu Giấy, Hà Nội",,,,
739,TDG - Công ty Cổ phần Đầu tư TDG Global,TDG,Công ty cổ phần,Lĩnh vực khác,2.42112E+11,www.thaiduongpetrol.vn,2042244 903,2043661311,"Lô D1, KCN Đình Trám, Phường Nếnh, tỉnh Bắc Ninh",,,,
740,TDGC - Công ty TNHH Thương mại Dịch vụ Tech Dragon,TECH DRAGON CO LTD,Công ty trách nhiệm hữu hạn,Bất động sản,7.081E+11,0,938485358,938485358,"Tầng 24, Tòa nhà Cao ốc văn phòng tại số 152 Điện Biên Phủ, Phường 25, quận Bình Thạnh, Thành phố Hồ Chí Minh",Phan Văn Định; Điền Việt Tuấn; Điền Việt Tuấn,,,
741,TDHC - CT TNHH DỊCH VỤ KHÁCH SẠN THÙY DƯƠNG VIỆT NAM,"THUY DUONG HOTEL CO.,LTD",Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",7E+11,https://conasi.vn/,938669538,+84 287 1077 288,"ĐƯỜNG HẦM KHU VỰC KHÁN ĐÀI A, SÂN VẬN ĐỘNG QUỐC GIA MỸ ĐÌNH, P. MỸ ĐÌNH 1, Q. NAM TỪ LIÊM, TP. HÀ NỘI",TRỊNH AN TIẾN,,,
742,TDIC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN TRAINCO,TRAINCO INVEST JSC,Công ty cổ phần,Bất động sản,50000000000,www.traincoinvest.com.vn,969506789,028 6283 8666,"Tòa nhà D5-D6, Trung tâm quản lý KTX Đại học quốc gia, khu B, Khu phố Tân Hòa, Phường Đông Hòa, Thành phố Dĩ An, Tỉnh Bình Dương",Nguyễn Đức Hải,,,
743,TDLC - CÔNG TY CỔ PHẦN TANDOLAND,TDLC,Công ty cổ phần,Bất động sản,2.85E+12,tandogroup.com,376038038,2723779228,"LÔ A1, ĐƯỜNG SỐ 1, KHU CÔNG NGHIỆP TÂN ĐÔ, XÃ ĐỨC HÒA, TỈNH TÂY NINH, VIỆT NAM",NGUYỄN THÁI BÌNH,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnB+,14/04/2026
744,TDNC - Công ty Cổ Phần Trung Thủy - Đà Nẵng,TDNC,Công ty cổ phần,Bất động sản,7.35E+11,https://trungthuy.com/,934862609,934862609,"Cầu số 6, đường Tránh Nam Hải Vân, phường Hòa Hiệp Bắc, Quận Liên Chiểu, Thành phố Đà Nẵng, Việt Nam",Nguyễn Văn Trung; Nguyễn Văn Trung,,,
745,TDP - Công ty cổ phần Thuận Đức,Thuận Đức JSC,Công ty cổ phần,Sản xuất,8.82223E+11,www.thuanducjsc.vn,2213810705,2213810706,"Thôn Bằng Ngang, thị trấn Lương Bằng, huyện Kim Động, tình Hưng Yên",,,,
746,TENC - Công ty cổ phần Dược phẩm Tenamyd,TENC,Công ty cổ phần,Lĩnh vực khác,1.8E+11,https://tenamydpharma.com,028 3770 0707,028 3770 0808,"Lô Y.01-02A Đường Tân Thuận, Khu công nghiệp/Khu chế xuất Tân Thuận, Phường Tân Thuận Đông, Quận 7, Tp. Hồ Chí Minh",,,,
747,TGCC - Công ty cổ phần vui chơi giải trí tổng hợp Tam Giang,TGC,Công ty cổ phần,Bất động sản,6.39E+11,Chưa có,2343825716,2343825716,"45 Lê Lợi, Phường Phú Hội, Thành phố Huế, Tỉnh Thừa Thiên Huế, Việt Nam",NGUYỄN THỊ PHƯƠNG LAN; Đinh Mạnh Thắng,,,
748,TGEC - Công ty cổ phần Thiết bị điện GELEX,GELEX-ELECTRIC,Công ty cổ phần,Lĩnh vực khác,3E+12,www.gelex-elecetric.com,2473012344,2436331510,"Số 52 phố Lê Đại Hành, phường Lê Đại Hành, quận Hai Bà Trưng, TP. Hà Nội",Nguyễn Trọng Trung,,,
749,TGNC - Công ty TNHH Viễn Thông Trịnh Gia Nguyễn,TRINH GIA NGUYEN,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,4E+11,trinhgianguyen.ltd@gmail.com,384759060,384759060,"TẦNG 5, TÒA NHÀ LOTUS SỐ 2 PHỐ DUY TÂN, PHƯỜNG DỊCH VỌNG HẬU, QUẬN CẦU GIẤY, TP. HÀ NỘI",,,,
750,TGPC - Công ty TNHH Đầu tư và Phát triển Bất động sản Nova Tân Gia Phát,NOVA TAN GIA PHAT (HNX),Công ty trách nhiệm hữu hạn,Bất động sản,2.12E+11,không có,289665121,0,"65 Nguyễn Du, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh",Lê Thị Hồng Xuân,,,
751,TGXC - CTCP TỔNG HỢP THẾ GIỚI XANH,GENERAL GREEN WORLD JSC,Công ty cổ phần,Lĩnh vực khác,1.01E+12,,938898188,938898188,"47 NGUYỄN CỬU VÂN, PHƯỜNG 17, QUẬN BÌNH THẠNH, TP HỒ CHÍ MINH",,,,
752,THBC - CÔNG TY TNHH ĐẦU TƯ XÂY DỰNG THIÊN HÀ- BĂNG DƯƠNG,THIEN HA - BANG DUONG CO.LTD,Công ty trách nhiệm hữu hạn,Bất động sản,1.23E+12,thienhabangduong.com,2743773650,2743773651,"Số 90 đường Cây Da Xề, Khu phố Tây B, phường Đông Hòa, thành phố Dĩ An, tỉnh Bình Dương, Việt Nam",Vương Thị Diễm Trang,Công ty cổ phần FiinRatings (FiinRatings),B,27/06/2024
753,THDC - CTCP thép Hòa Phát Hải Dương,HOA PHAT HAI DUONG STEEL JSC,Công ty cổ phần,Sản xuất,7E+12,hoaphat.com.vn,2203534578,2203534577,"Khu dân cư Hiệp Thượng, phường Hiệp Sơn, thị xã Kinh Môn, Hải Dương",Nguyễn Việt Thắng; Đỗ Thị Thảo,,,
754,THGC - Công ty Cổ phần Nông nghiệp Trường Hải,THAGRICO,Công ty cổ phần,Sản xuất,1.5E+13,thacoagri.vn,2353567161,2353567161,"Khu công nghiệp Tam Hiệp, Xã Tam Hiệp, Huyện Núi Thành, Tỉnh Quảng Nam, Việt Nam",Trần Bá Dương,,,
755,THHC - CTCP Thủy điện Thuận Hòa Hà Giang,"THUANHOAHAGIANG.,JSC",Công ty cổ phần,Sản xuất,3E+11,www.thuanhoahydropower.com.vn,967428866,2193810708,"NHÀ A2, KHU HÀ TRUNG,TỔ 8, PHƯỜNG HÀ GIANG 2, TỈNH TUYÊN QUANG",Nguyễn Quang Đạo,,,
756,THI - CTCP THIẾT BỊ ĐIỆN,THIBIDI,Công ty cổ phần,Sản xuất,4.88E+11,www.thibidi.com,2513836609,2513836070,"KCN Biên Hòa 1, Đường số 9, Phường An Bình, Thành phố Biên Hòa, Tỉnh Đồng Nai",Cao Hoàng Phát; Cao Hoàng Phát; Nguyễn Trọng Trung,,,
757,THIC - CTCP Đầu tư Thủy Hòa,THHC,Công ty cổ phần,Bất động sản,2.4E+11,Không có website,962030486,0,"179 đường Thụy Phương, Phường Thụy Phương, Quận Bắc Từ Liêm, thành phố Hà Nội, Việt Nam",,,,
758,THLC - CÔNG TY TNHH THĂNG LONG,"THANG LONG CO., LTD",Công ty trách nhiệm hữu hạn,Bất động sản,2.75E+12,,024 37 474 700,0,"Tầng 1, Park 4, Eurowindow River Park, Khu tái định cư Đông Hội, Xã Đông Anh, Thành phố Hà Nội, Việt Nam",Nguyễn Thị Phương Lan,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnBB,4/5/2026
759,THMC - CTCP MUA BÁN NỢ THẾ HỆ MỚI,THM (HNX),Công ty cổ phần,Lĩnh vực khác,5E+11,Không có,981988998,0,"Tầng 9 tòa nhà Indochina Plaza Hà Nội, 241 Xuân Thủy, Phường Cầu Giấy, Hà Nội",Nguyễn Văn Hạnh,,,
760,THTC - CTCP Xây dựng THT Hà Nội,THT,Công ty cổ phần,Bất động sản,4.32E+11,xaydungtht.contact@gmail.com,2466828859,2466828859,"Lô 18D4 Đường Khuất Duy Tiến, phường Thanh Xuân Bắc, quận Thanh Xuân, thành phố Hà Nội, Việt Nam",Hoàng Minh Kháng,,,
761,THVC - Công ty Cổ phần Toàn Hải Vân,THV,Công ty cổ phần,"Thương mại, dịch vụ",2.465E+12,ttcphuquoc.vn,(84-297) 3585 888,(84-297) 3567 666,"Tổ 11, khu phố Suối Lớn Dương Tơ, đặc khu Phú Quốc, Tỉnh An Giang, Việt Nam",Nguyễn Thanh Ngữ,,,
762,THYC - Công ty TNHH Hai thành viên Ứng dụng Công nghệ cao Nông nghiệp và Thực phẩm sữa Yên Mỹ,THY,Công ty trách nhiệm hữu hạn,Sản xuất,1.54163E+11,https://www.thmilk.vn/,941691988,23632521222,"Thôn Trung Tâm, Xã Yên Mỹ, Huyện Nông Cống, Tỉnh Thanh Hóa",Lã Minh Nam,,,
763,TIBC - CÔNG TY TNHH ĐÀU TƯ VÀ KINH DOANH BẤT ĐỘNG SẢN THỦ THIÊM,"THU THIEM REAL ESTATE IAB CO., LTD",Công ty trách nhiệm hữu hạn,Lĩnh vực khác,5E+11,Không có,2873012999,2873012999,"Khu TM Số S1.A2.01.02, Tầng 01, Tháp S1, Số 23 Phú Thuận, Phường Tân Phú, Quận 7, Thành phố Hồ Chí Minh, Việt Nam",Ngô Thị Oanh,,,
764,TICC - Công ty TNHH MTV Đầu tư TPI,TPI,Công ty trách nhiệm hữu hạn,Bất động sản,8.47E+11,Chưa có,2854046315,28,"Lầu 6, Tòa nhà Riverbank Place, số 3C Tôn Đức Thắng, Phường Bến Nghé, Quận 1, TP. Hồ Chí Minh.",Lê Thị Nương,,,
765,TIKC - CÔNG TY TNHH TI KI,TIKI CORP,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,2.29876E+11,tiki.vn,2873058454,837404486,"Tòa nhà Viettel, số 285 đường cách mạng tháng 8, Phường 12, Quận 10, TP.HCM, Việt Nam",Trần Ngọc Thái Sơn,,,
766,TITC - Công ty Cổ phần Đầu tư sản xuất và Thương mại Tiến Trường,TITC,Công ty cổ phần,Xây dựng,2.5E+11,www.tientruong.com.vn,983561182,983561182,"Số 62, ngõ 138, phố Thúy Lĩnh, Phường Lĩnh Nam, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Lê Hồng Nhung,,,
767,TKBC - Công ty Cổ phần Đầu tư và Công nghệ TokenBay,TOKENBAY JSC,Công ty cổ phần,Lĩnh vực khác,1.501E+12,Chưa có,915638890,915638890,"Tầng 9, Khối C, Tòa nhà Hồ Gươm Plaza, Số 102 Đường Trần Phú, Phường Hà Đông, Thành phố Hà Nội, Việt Nam",,,,
768,TKCC - Công ty Cổ phần Đầu tư Xây dựng Tường Khải,Tuong Khai,Công ty cổ phần,Xây dựng,3.2E+11,congtytuongkhai.com,2822459393,2822459393,"32 Lê Lợi, Phường Bến Nghé, Quận 1, Thành phố Hồ Chí Minh, Việt Nam",Nguyễn Thị Tuyết Vân,,,
769,TKLC - Công ty cổ phần Tonkin Land,"TONKIN LAND., JSC",Công ty cổ phần,Bất động sản,3.2E+11,tonkinland.com,024 3933 4433,024 3933 4433,"K3 TT2 - SH12, StarLake Tây Hồ Tây, phường Xuân Đỉnh, Hà Nội",Nguyễn Thị Hoa,,,
770,TKVC - Tập đoàn Công nghiệp Than - Khoáng sản Việt Nam,TKV,Công ty trách nhiệm hữu hạn,Sản xuất,3.5E+13,http://www.vinacomin.vn/,2435180141,2438510724,"Số 3 phố Dương Đình Nghệ, Phường Yên Hòa, Quận Cầu Giấy, Thành phố Hà Nội",Đặng Thanh Hải,,,
771,TLAC - Công ty Cổ phần Đầu tư Tân Thành Long An,Tân Thành Long An,Công ty cổ phần,Bất động sản,2.025E+12,http://tanthanhlongancorp.com,072 222 8567,072 222 8567,"Ấp 2, xã Tân Long, huyện Thủ Thừa, tỉnh Long An",Phạm Nguyễn Bảo Trung,,,
772,TLCC - CÔNG TY TNHH XÂY DỰNG VÀ ĐẦU TƯ BẤT ĐỘNG SẢN THẮNG LỢI,Thắng Lợi,Công ty trách nhiệm hữu hạn,Bất động sản,50000000000,tnhhbdsthangloi@gmail.com,352136289,352136289,"Số 7, ngách 6, Ngõ 220 Định Công Thượng, Phường Định Công, Quận Hoàng Mai, Thành phố Hà Nội, Việt Nam",Trương Thị Ngọc,,,
773,TLGC - Tổng Công ty Thương mại Xuất nhập khẩu Thanh Lễ - CTCP,Thalexim,Công ty cổ phần,"Thương mại, dịch vụ",2.366E+12,thalexim.vn,(0274) 3829534 - 3829535,(0274) 3824112 - 3829533,"Số 63 Yersin, phường Hiệp Thành, thành phố Thủ Dầu Một, tỉnh Bình Dương",Phạm Thị Băng Trang,,,
774,TLOC - CÔNG TY TNHH ĐẦU TƯ VÀ PHÁT TRIỂN BẤT ĐỘNG SẢN TRƯỜNG LỘC,BĐS TRƯỜNG LỘC,Công ty trách nhiệm hữu hạn,Bất động sản,7.55E+12,truonglocbds.com,2439749350,2439749350,"Dự án Khu đô thị sinh thái Dream City, xã Nghĩa Trụ, huyện Văn Giang, tỉnh Hưng Yên, Việt Nam",Nguyễn Phi Long,,,
775,TLPC - Công ty Cổ phần Nhiệt điện Thăng Long,TLPC,Công ty cổ phần,Sản xuất,3.8E+12,Thanglongpower.vn,02033 542 808,02033 542 809,"Xã Lê Lợi, thành phố Hạ Long, Quảng Ninh",Nguyễn Văn Anh; Nguyễn Văn Mạnh; Vũ Văn Hậu; Vũ Văn Tiền,,,
776,TLRC - CÔNG TY CỔ PHẦN TIẾP VẬN VÀ BẤT ĐỘNG SẢN TÂN LIÊN PHÁT TÂN CẢNG,TLRC,Công ty cổ phần,Bất động sản,1.04815E+12,,903863502,0,"28 Nguyễn Quý Cảnh, Khu phố 5, Phường An Phú, Thành phố Thủ Đức, Thành phố Hồ Chí Minh, Việt Nam",TRẦN THỊ THU HIỀN,,,
777,TMAC - Công ty TNHH Mỹ Anh NT,"MY ANH NT CO., LTD",Công ty trách nhiệm hữu hạn,"Thương mại, dịch vụ",3.47411E+11,0,583560562,0,"Tầng 05, tòa nhà Nha trang Center, số 20, Trần Phú, P. Lộc Thọ, TP.Nha Trang, tỉnh Khánh Hòa",TRẦN NGỌC NHẬT,,,
778,TMCC - Công ty TNHH Khu đô thị mới Trung Minh,Công ty TNHH Khu đô thị mới Trung Minh,Công ty trách nhiệm hữu hạn,Bất động sản,1.536E+12,casadelrio.vn,901797786,901797786,"Thửa đất số 859 khu đô thị mới Trung Minh, tổ dân phố Trung, phường Hòa Bình, tỉnh Phú Thọ, Việt Nam",Nguyễn Thu Thủy,,,
779,TMDC - CTCP Mua bán nợ Thuận Minh,"TM DEBT TRADING.,JSC",Công ty cổ phần,Lĩnh vực khác,1E+11,Không có website,942659988,0,"Số 88 đường Tân Nhuệ, phường Thụy Phương, quận Bắc Từ Liêm, Hà Nội",Trần Khắc Trường,,,
780,TMGC - Công ty Cổ phần du lịch Thiên Minh,"Thien Minh Travel .,JSC",Công ty cổ phần,Lĩnh vực khác,1.383E+12,http://tmgroup.vn,2439263148,2439263148,"Tầng 8, số 70-72 Bà Triệu, phường Cửa Nam, Thành phố Hà Nội, Việt Nam",,,,
781,TMS - CTCP TRANSIMEX,TRANSIMEX,Công ty cổ phần,"Thương mại, dịch vụ",1.69348E+12,transimex.com.vn,8.42822E+11,8.42822E+11,"172 (LẦU 9-10) HAI BÀ TRƯNG, PHƯỜNG TÂN ĐỊNH, TP HỒ CHÍ MINH",,,,
782,TMTC - CTCP Đầu tư phát triển BĐS TMT,TMTC,Công ty cổ phần,Bất động sản,3.6E+11,0,2838380303,0,"LẦU 6, TÒA NHÀ RIVERBANK PLACE, SỐ 3C TÔN ĐỨC THẮNG, PHƯỜNG BẾN NGHÉ, QUẬN 1, THÀNH PHỐ HỒ CHÍ MINH, VIỆT NAM",Nguyễn Thế Nhiên,,,
783,TMVC - CTCP ĐẦU TƯ T&M VIỆT NAM,CTCP ĐẦU TƯ T&M VIỆT NAM,Công ty cổ phần,Bất động sản,8E+11,www.melinhplaza.biz,2437474700,2437474700,"TTTM VLXD VÀ TTB NỘI THẤT MELINH PLAZA, KM8 ĐƯỜNG CAO TỐC THĂNG LONG - NỘI BÀI, THỊ TRẤN QUANG MINH, HUYỆN MÊ LINH, TP HÀ NỘI",NGUYỄN CẢNH MÃO,,,
784,TN1 - Công ty cổ phần ROX KEY HOLDINGS,ROX KEY,Công ty cổ phần,Lĩnh vực khác,5.46323E+11,http://roxkey.vn,2473073099,0,"Tầng 25, Tòa tháp A, 54A Nguyễn Chí Thanh, Phường Láng, Thành phố Hà Nội, Việt Nam",,Công ty cổ phần Sài Gòn Phát Thịnh Ratings (Saigon Ratings),vnA-,28/11/2024
785,TNAC - Công Ty Cổ Phần Trung Nam,TNA CORP,Công ty cổ phần,Bất động sản,1.425E+12,trungnamgroup.com.vn,25112224666,25112224666,"Tầng 3, Tòa nhà Indochina Riverside Tower, 74 Bạch Đằng, Phường Hải Châu I, Quận Hải Châu, Thành phố Đà Nẵng, Việt Nam",Nguyễn Tâm Thịnh,,,
786,TNCC - Công ty cổ phần Đầu tư Technical,Technical Investment JSC,Công ty cổ phần,Bất động sản,2.02E+11,khong,938285998,0,"5.07 Khu chung cư kết hợp thương mại, văn phòng Lô X (Sunrise City North), số 27 Nguyễn Hữu Thọ, Phường Tân Hưng, Thành phố Hồ Chí Minh, Việt Nam.",Lê Thị Việt Thu; Lê Thị Việt Thu; NGUYỄN NHƯ XUÂN TRANG; Đỗ Trịnh Tuyết Trinh,,,
787,TNDC - CTCP PHÁT TRIỂN TN,TN,Công ty cổ phần,Bất động sản,1.496E+12,0,024 382 91200,024 382 92053,"SỐ 33 ĐƯỜNG TÂY HỒ, PHƯỜNG QUẢNG AN, QUẬN TÂY HỒ, HÀ NỘI",Nguyễn Thị Ngọc Anh,Công ty cổ phần FiinRatings (FiinRatings),B,3/10/2025
788,TNEC - Công ty TNHH đầu tư và phát triển năng lượng Thành Nguyên,Công ty TNHH DT & PT năng lượng Thành Nguyên,Công ty trách nhiệm hữu hạn,Lĩnh vực khác,2.4E+11,https://bamboocap.com.vn/,2693656789,862991188,"Buôn Chư Jut, xã Ia Rsai, tỉnh Gia Lai, Việt Nam",PHẠM MINH TUẤN; PHẠM ĐĂNG KHOA; ĐẶNG ĐÌNH QUYẾT,,,
789,TNG - CTCP Đầu tư và Thương mại TNG,TNG,Công ty cổ phần,Sản xuất,7.3996E+11,tng.vn,969699971,02083 858 508,434/1 Bắc Kạn - Thành Phố Thái Nguyên - Tỉnh Thái Nguyên,,,,
790,TNGC - CTCP Đầu tư Xây Dựng Trung Nam,TNGC,Công ty cổ phần,Lĩnh vực khác,1.4825E+13,trungnamgroup.com.vn,2862645178,2862645180,"7A/68 Thành Thái, Khu phố 14, Phường Diên Hồng, TP. Hồ Chí Minh",Nguyễn Tâm Thịnh,,,
791,TNH - CTCP Bệnh viện Quốc tế Thái Nguyên,CTCP Bệnh viện Quốc tế Thái Nguyên,Công ty cổ phần,Lĩnh vực khác,4.15E+11,benhvienquoctethainguyen.com,2086285658,2086285658,"Số 328 đường Lương Ngọc Quyến, phường Đồng Quang, Thành phố Thái Nguyên, tỉnh Thái Nguyên",Hoàng Tuyên,,,
792,TNHC - CTCP ĐẦU TƯ VÀ QUẢN LÝ KHÁCH SẠN TNH,TNH HOTELS & RESORTS .JSC,Công ty cổ phần,"Thương mại, dịch vụ",7.6E+11,https://tnh-hotels.vn/sites/tnh,966525899,966525899,"TẦNG 21, TOÀ THÁP A, SỐ 54A NGUYỄN CHÍ THANH, PHƯỜNG LÁNG THƯỢNG, QUẬN ĐỐNG ĐA, TP HÀ NỘI",Hồ Tùng Giang; Nguyễn Bá Luân; Nguyễn Việt Sơn; Đặng Nam Sơn,,,
793,TNLC - Công ty Cổ phần đầu tư và cho thuê tài sản TNL,TNLC,Công ty cổ phần,Bất động sản,1E+12,bondtnl@tnl-lease.vn,983123481,2438757965,"Nhà điều hành Khu công nghiệp Hà Nội - Đài Tư, số 386 đường Nguyễn Văn Linh, phường Sài Đồng, quận Long Biên, TP Hà Nội",NGUYỄN KHẮC TÙNG; Tạ Thị Thu Hằng,,,
