STT,Ngày đăng tin,Tên DN,Mã TP,Tiền tệ,Kỳ hạn,Ngày phát hành,Ngày đáo hạn,Kỳ hạn còn lại (ngày),Khối lượng,Mệnh giá,Loại hình trả lãi,Loại lãi suất,Phương thức thanh toán lãi,Mua lại và hoán đổi,Thị trường phát hành,Lãi suất phát hành (%/năm),Tình trạng,Văn bản đính kèm,Code công ty,Loại hình,Ngành
2849,2025-12-18 00:00:00,TNQC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG NAM QUANG,TNQ32505,VNĐ,,12/12/2025,12/12/2032,,5000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,9.0,Hiệu lực,,TNQC ,Công ty cổ phần,Lĩnh vực khác
2850,2025-12-18 00:00:00,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12517,VNĐ,,12/12/2025,12/12/2031,,600,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.6,Hiệu lực,,ABB ,Công ty cổ phần,Tổ chức tín dụng
2851,2025-12-15 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12516,VNĐ,,12/12/2025,12/12/2028,,3000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.5,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
2852,2025-12-18 00:00:00,ABB - Ngân hàng TMCP An Bình (ABBANK),ABB12516,VNĐ,,12/12/2025,12/12/2031,,2600,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.6,Hiệu lực,,ABB ,Công ty cổ phần,Tổ chức tín dụng
2853,2025-12-19 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12527,VNĐ,,15/12/2025,15/12/2032,,500,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2854,2025-12-17 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJC12505,VNĐ,,15/12/2025,15/12/2030,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
2855,2025-12-16 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12511,VNĐ,,15/12/2025,15/12/2032,,500,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.37,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2856,2025-12-16 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12510,VNĐ,,15/12/2025,15/12/2033,,300,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.47,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2857,2025-12-17 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12512,VNĐ,,16/12/2025,16/12/2032,,600,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.47,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2858,2025-12-17 00:00:00,OCB - Ngân hàng TMCP Phương Đông,OCB12531,VNĐ,,16/12/2025,16/12/2027,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.9,Hiệu lực,,OCB ,Công ty cổ phần,Tổ chức tín dụng
2859,2025-12-17 00:00:00,TSOC - CÔNG TƯ CỔ PHẦN ĐẦU TƯ XÂY DỰNG THÁI SƠN,TSO12503,VNĐ,,16/12/2025,16/12/2027,,20000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,TSOC ,Công ty cổ phần,Bất động sản
2860,2025-12-18 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIB12509,VNĐ,,16/12/2025,16/12/2028,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
2861,2025-12-19 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12528,VNĐ,,16/12/2025,16/12/2032,,6000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.28,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2862,2025-12-22 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12529,VNĐ,,17/12/2025,17/12/2032,,1000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2863,2025-12-19 00:00:00,TNQC - CÔNG TY CỔ PHẦN ĐẦU TƯ VÀ PHÁT TRIỂN HẠ TẦNG NAM QUANG,TNQ32506,VNĐ,,18/12/2025,18/12/2034,,5000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,9.0,Hiệu lực,,TNQC ,Công ty cổ phần,Lĩnh vực khác
2864,2025-12-26 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJC12506,VNĐ,,18/12/2025,18/12/2030,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
2865,2025-12-23 00:00:00,BCM - TẬP ĐOÀN ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP BECAMEX-CTCP (tên cũ: TỔNG CÔNG TY ĐẦU TƯ VÀ PHÁT TRIỂN CÔNG NGHIỆP - CTCP,BCM12505,VNĐ,,18/12/2025,18/12/2030,,440,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.3,Hiệu lực,,BCM ,Công ty cổ phần,Bất động sản
2866,2025-12-25 00:00:00,VCB - NGÂN HÀNG TMCP NGOẠI THƯƠNG VIỆT NAM,VCB12501,VNĐ,,18/12/2025,18/12/2027,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,5.8,Hiệu lực,,VCB ,Công ty cổ phần,Tổ chức tín dụng
2867,2025-12-23 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12514,VNĐ,,19/12/2025,19/12/2030,,1050,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.0,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2868,2025-12-23 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12513,VNĐ,,19/12/2025,19/12/2028,,80,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.4,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2869,2025-12-22 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12548,VNĐ,,19/12/2025,19/12/2035,,3000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.68,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
2870,2025-12-26 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12530,VNĐ,,22/12/2025,22/12/2035,,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.0,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2871,2025-12-25 00:00:00,TPB - Ngân hàng Thương mại cổ phần Tiên Phong,TPB12549,VNĐ,,23/12/2025,23/12/2035,,15000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.18,Hiệu lực,,TPB ,Công ty cổ phần,Tổ chức tín dụng
2872,2025-12-30 00:00:00,STIC - CÔNG TY CỔ PHẦN THƯƠNG MẠI VÀ DỊCH VỤ QUỐC TẾ THISO,STI12501,VNĐ,,23/12/2025,23/12/2028,,22000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,,,8.0,Hiệu lực,,STIC ,Công ty cổ phần,"Thương mại, dịch vụ"
2873,2025-12-29 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID12561,VNĐ,,23/12/2025,23/12/2033,,203,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.67,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
2874,2025-12-26 00:00:00,VPB - NH TMCP VIỆT NAM THỊNH VƯỢNG,VPB12517,VNĐ,,24/12/2025,24/12/2027,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.6,Hiệu lực,,VPB ,Công ty cổ phần,Tổ chức tín dụng
2875,2025-12-29 00:00:00,GSPC - CTCP In và Bao bì Goldsun,GSG12501,VNĐ,,24/12/2025,24/12/2028,,8000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.8,Hiệu lực,,GSPC ,Công ty cổ phần,Sản xuất
2876,2025-12-30 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID12560,VNĐ,,24/12/2025,24/12/2040,,200,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.68,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
2877,2025-12-31 00:00:00,KRFC - CÔNG TY CỔ PHẦN TECOMEN HOLDING,KRF12501,VNĐ,,24/12/2025,24/12/2030,,3000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,,,6.0,Hiệu lực,,KRFC ,Công ty cổ phần,"Thương mại, dịch vụ"
2878,2025-12-25 00:00:00,BAB - Ngân hàng Thương Mại Cổ Phần Bắc Á,BAB12511,VNĐ,,24/12/2025,24/12/2028,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,BAB ,Công ty cổ phần,Tổ chức tín dụng
2879,2025-12-29 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACB12520,VNĐ,,24/12/2025,,,0,1000000000,Coupon,Thả nổi,,Mua lại,,7.0,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
2880,2025-12-25 00:00:00,VIB - Ngân hàng TMCP Quốc tế Việt Nam,VIB12510,VNĐ,,24/12/2025,24/12/2027,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,VIB ,Công ty cổ phần,Tổ chức tín dụng
2881,2025-12-30 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID12559,VNĐ,,24/12/2025,24/12/2040,,800,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.68,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
2882,2025-12-26 00:00:00,TCB - Ngân hàng TMCP Kỹ thương Việt Nam,TCB12526,VNĐ,,24/12/2025,24/12/2028,,500,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.2,Hiệu lực,,TCB ,Công ty cổ phần,Tổ chức tín dụng
2883,2025-12-30 00:00:00,TCXC - CTCP chứng khoán Kỹ thương,TCX12504,VNĐ,,25/12/2025,25/03/2027,,5000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,TCXC ,Công ty cổ phần,Kinh doanh chứng khoán
2884,2025-12-26 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12515,VNĐ,,25/12/2025,25/12/2027,,2000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2885,2026-01-05 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID12562,VNĐ,,25/12/2025,25/12/2027,,4000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.5,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
2886,2025-12-31 00:00:00,VCP - Công ty cổ phần xây dựng và năng lượng VCP,VCP12501,VNĐ,,25/12/2025,25/12/2028,,5000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VCP ,Công ty cổ phần,Năng lượng
2887,2026-01-05 00:00:00,VBAC - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VBA12505,VNĐ,,25/12/2025,25/12/2027,,50000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,5.8,Hiệu lực,,VBAC ,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng
2888,2025-12-29 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJC12507,VNĐ,,26/12/2025,26/12/2030,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
2889,2026-01-07 00:00:00,MZNC - Công ty TNHH Miza Nghi Sơn,MZN12501,VNĐ,,26/12/2025,26/12/2032,,1500,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,,,8.2,Hiệu lực,,MZNC ,Công ty trách nhiệm hữu hạn,Sản xuất
2890,2025-12-30 00:00:00,VPI - CTCP Phát triển Bất động sản Văn Phú (tên cũ: CTCP Đầu tư Văn Phú - Invest),VPI12504,VNĐ,,26/12/2025,26/12/2028,,1500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,VPI ,Công ty cổ phần,Bất động sản
2891,2025-12-29 00:00:00,ACB - Ngân hàng TMCP Á Châu,ACB12521,VNĐ,,26/12/2025,26/12/2030,,400,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.0,Hiệu lực,,ACB ,Công ty cổ phần,Tổ chức tín dụng
2892,2025-12-31 00:00:00,PDAC - Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,PDA12501,VNĐ,,26/12/2025,26/06/2028,,54000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,PDAC ,Công ty trách nhiệm hữu hạn,Bất động sản
2893,2026-01-05 00:00:00,LPB - Ngân hàng Thương mại Cổ phần Lộc Phát Việt Nam (tên cũ: Ngân hàng Thương mại cổ phần Bưu Điện Liên Việt),LPB12515,VNĐ,,29/12/2025,29/12/2028,,1000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,7.5,Hiệu lực,,LPB ,Công ty cổ phần,Tổ chức tín dụng
2894,2026-01-05 00:00:00,BID - Ngân hàng TMCP Đầu tư và Phát triển Việt Nam,BID12563,VNĐ,,29/12/2025,29/12/2027,,4000,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Hoán đổi; Mua lại,,6.5,Hiệu lực,,BID ,Công ty cổ phần,Tổ chức tín dụng
2895,2026-01-06 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12531,VNĐ,,29/12/2025,29/12/2032,,4300,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.7,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2896,2025-12-30 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJC12508,VNĐ,,29/12/2025,29/12/2030,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
2897,2026-03-02 00:00:00,BSI - Công ty Cổ phần Chứng khoán BIDV,BSI32501,VNĐ,,30/12/2025,30/12/2026,,3000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,8.2,Hiệu lực,,BSI ,Công ty cổ phần,Kinh doanh chứng khoán
2898,2026-01-13 00:00:00,VLHC - CÔNG TY CỔ PHẦN VINALIVING HOLDINGS,VLH12502,VNĐ,,30/12/2025,30/12/2027,,700,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,VLHC ,Công ty cổ phần,Lĩnh vực khác
2899,2026-01-13 00:00:00,VLHC - CÔNG TY CỔ PHẦN VINALIVING HOLDINGS,VLH12501,VNĐ,,30/12/2025,30/12/2027,,1200,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,VLHC ,Công ty cổ phần,Lĩnh vực khác
2900,2026-01-08 00:00:00,DQMC - CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ĐẠI QUANG MINH,DQM12501,VNĐ,,30/12/2025,30/12/2028,,15000,100000000,Coupon,Kết hợp,Khác,Mua lại,,9.75,Hiệu lực,,DQMC ,Công ty cổ phần,Bất động sản
2901,2026-01-08 00:00:00,TCOC - CTCP TẬP ĐOÀN TRƯỜNG HẢI,THC12501,VNĐ,,30/12/2025,30/12/2030,,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,TCOC ,Công ty cổ phần,Sản xuất
2902,2026-01-07 00:00:00,CII - CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CII12503,VNĐ,,30/12/2025,30/12/2030,,2800,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,CII ,Công ty cổ phần,Xây dựng
2903,2026-01-29 00:00:00,CII - CTCP Đầu tư Hạ tầng Kỹ thuật Thành phố Hồ Chí Minh,CII12504,VNĐ,,30/12/2025,30/12/2030,,5000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,CII ,Công ty cổ phần,Xây dựng
2904,2026-01-20 00:00:00,VHM - CTCP VINHOMES,VHM12503,VNĐ,,30/12/2025,30/12/2028,,45000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,VHM ,Công ty cổ phần,Bất động sản
2905,2026-01-06 00:00:00,VBB - Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VBB12502,VNĐ,,30/12/2025,30/12/2032,,1500,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.2,Hiệu lực,,VBB ,Công ty cổ phần,Tổ chức tín dụng
2906,2026-01-07 00:00:00,SUHC - CÔNG TY TNHH MẶT TRỜI HÒA BÌNH,SUH12501,VNĐ,,30/12/2025,30/12/2029,,35000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,SUHC ,Công ty trách nhiệm hữu hạn,Bất động sản
2907,2026-01-06 00:00:00,VBB - Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VBB12501,VNĐ,,30/12/2025,30/12/2032,,10000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,7.4,Hiệu lực,,VBB ,Công ty cổ phần,Tổ chức tín dụng
2908,2026-01-05 00:00:00,IPA - CTCP Tập đoàn Đầu tư I.P.A,IPA12502,VNĐ,,30/12/2025,30/12/2030,,6080,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,9.5,Hiệu lực,,IPA ,Công ty cổ phần,Lĩnh vực khác
2909,2026-01-06 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12533,VNĐ,,30/12/2025,30/12/2032,,5000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,6.4,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2910,2026-01-06 00:00:00,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHB12507,VNĐ,,30/12/2025,30/12/2032,,600,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.2,Hiệu lực,,SHB ,Công ty cổ phần,Tổ chức tín dụng
2911,2026-01-05 00:00:00,MBB - NGÂN HÀNG TMCP QUÂN ĐỘI,MBB12532,VNĐ,,30/12/2025,30/12/2032,,1500,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.03,Hiệu lực,,MBB ,Công ty cổ phần,Tổ chức tín dụng
2912,2026-01-06 00:00:00,BSI - Công ty Cổ phần Chứng khoán BIDV,BSI12501,VNĐ,,30/12/2025,30/12/2026,,3000,100000000,Coupon,Cố định,Một lần khi đến hạn,Mua lại,,8.2,Hết hiệu lực,,BSI ,Công ty cổ phần,Kinh doanh chứng khoán
2913,2026-01-05 00:00:00,VBAC - Ngân hàng Nông nghiệp và Phát triển Nông thôn Việt Nam,VBA12506,VNĐ,,30/12/2025,,,0,100000000,Coupon,Cố định,,Mua lại,,0.0,Hiệu lực,,VBAC ,Công ty trách nhiệm hữu hạn,Tổ chức tín dụng
2914,2026-01-07 00:00:00,HDB - NH TMCP Phát triển thành phố Hồ Chí Minh ( HDBANK),HDB12516,VNĐ,,31/12/2025,31/12/2032,,1000,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,7.9,Hiệu lực,,HDB ,Công ty cổ phần,Tổ chức tín dụng
2915,2026-02-05 00:00:00,BNCC - Công ty cổ phần dịch vụ cáp treo Bà Nà,BNC12504,VNĐ,,31/12/2025,31/07/2030,,16000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,9.7,Hiệu lực,,BNCC ,Công ty cổ phần,"Thương mại, dịch vụ"
2916,2026-02-03 00:00:00,TCXC - CTCP chứng khoán Kỹ thương,TCX12506,VNĐ,,31/12/2025,31/03/2027,,5000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,TCXC ,Công ty cổ phần,Kinh doanh chứng khoán
2917,2026-01-26 00:00:00,PSI - Công ty Cổ phần Chứng khoán Dầu khí,PSI12501,VNĐ,,31/12/2025,31/12/2026,,200,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,PSI ,Công ty cổ phần,Kinh doanh chứng khoán
2918,2026-01-05 00:00:00,VJC - CÔNG TY CỔ PHẦN HÀNG KHÔNG VIETJET,VJC12509,VNĐ,,31/12/2025,31/12/2032,,25000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,10.0,Hiệu lực,,VJC ,Công ty cổ phần,Bất động sản
2919,2026-01-06 00:00:00,SHB - Ngân hàng TMCP Sài Gòn - Hà Nội,SHB12508,VNĐ,,31/12/2025,31/12/2032,,500,1000000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.2,Hiệu lực,,SHB ,Công ty cổ phần,Tổ chức tín dụng
2920,2026-01-09 00:00:00,TCXC - CTCP chứng khoán Kỹ thương,TCX12505,VNĐ,,31/12/2025,30/06/2028,,5000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,8.0,Hiệu lực,,TCXC ,Công ty cổ phần,Kinh doanh chứng khoán
2921,2026-01-06 00:00:00,SGR - Công ty Cổ phần Tổng Công ty Cổ phần Địa ốc Sài Gòn,SGR12501,VNĐ,,31/12/2025,31/12/2028,,1000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.7,Hiệu lực,,SGR ,Công ty cổ phần,Bất động sản
2922,2026-01-15 00:00:00,AQ1C - CÔNG TY CỔ PHẦN NƯỚC AQUA ONE,AQ112501,VNĐ,,31/12/2025,31/12/2028,,6000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.0,Hiệu lực,,AQ1C ,Công ty cổ phần,Lĩnh vực khác
2923,2026-04-09 00:00:00,MBS - Công ty Cổ phần Chứng khoán MB,MBS12601,VNĐ,,19/03/2026,19/03/2028,,9700,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,7.4,Hiệu lực,,MBS ,Công ty cổ phần,Kinh doanh chứng khoán
2924,2026-03-27 00:00:00,MARC - Công ty TNHH Đầu tư Marina Center,MAR12601,VNĐ,,20/03/2026,20/03/2036,,101955,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,4.0,Hiệu lực,,MARC ,Công ty trách nhiệm hữu hạn,Bất động sản
2925,2026-03-27 00:00:00,EVF - Công ty Tài chính Tổng hợp Cổ phần Điện Lực (Tên cũ: Công ty Tài chính cổ phần Điện Lực),EVF12601,VNĐ,,23/03/2026,23/03/2034,,4500,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,EVF ,Công ty cổ phần,Tổ chức tín dụng
2926,2026-04-01 00:00:00,PDAC - Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,PDA12602,VNĐ,,26/03/2026,26/03/2027,,36000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,PDAC ,Công ty trách nhiệm hữu hạn,Bất động sản
2927,2026-04-01 00:00:00,PDAC - Công ty TNHH Đầu tư và phát triển bất động sản Phát Đạt,PDA12601,VNĐ,,26/03/2026,26/03/2028,,20000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,11.0,Hiệu lực,,PDAC ,Công ty trách nhiệm hữu hạn,Bất động sản
2928,2026-04-24 00:00:00,PCCC - Công ty Trách Nhiệm Hữu Hạn Xây dựng dân dụng Phú Quốc,PKC12601,VNĐ,,31/03/2026,31/03/2029,,15000,100000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,PCCC ,Công ty trách nhiệm hữu hạn,Bất động sản
2929,2026-04-03 00:00:00,NTJC - Công ty Cổ phần Thời Đại Mới T&T,NTJ12601,VNĐ,,31/03/2026,31/03/2030,,80000,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,10.5,Hiệu lực,,NTJC ,Công ty cổ phần,Bất động sản
2930,2026-04-13 00:00:00,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NAB12601,VNĐ,,31/03/2026,31/03/2033,,250,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
2931,2026-04-07 00:00:00,VDS - CTCP Chứng khoán Rồng Việt,VDS12601,VNĐ,,03/04/2026,03/04/2027,,700,100000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,VDS ,Công ty cổ phần,Kinh doanh chứng khoán
2932,2026-04-16 00:00:00,VHM - CTCP VINHOMES,VHM12601,VNĐ,,13/04/2026,13/10/2028,,60000,100000000,Coupon,Kết hợp,Định kỳ - Cuối kỳ,Mua lại,,12.5,Hiệu lực,,VHM ,Công ty cổ phần,Bất động sản
2933,2026-04-23 00:00:00,NAB - Ngân hàng Thương mại Cổ phần Nam Á,NAB12602,VNĐ,,15/04/2026,15/04/2033,,400,1000000000,Coupon,Thả nổi,Định kỳ - Cuối kỳ,Mua lại,,8.5,Hiệu lực,,NAB ,Công ty cổ phần,Tổ chức tín dụng
2934,2026-04-24 00:00:00,BPSC - Công ty Cổ phần Bất động sản Bcons PS,BPS12601,VNĐ,,16/04/2026,16/04/2030,,276,1000000000,Coupon,Cố định,Định kỳ - Cuối kỳ,Mua lại,,11.5,Hiệu lực,,BPSC ,Công ty cổ phần,Bất động sản
